RunDesignationLookUpID,RunDesignation,LookupDate,MinLength1,MaxLength1,MinLength2,MaxLength2,s_ColLineage,s_Generation,s_Lineage
{F5EAE909-6FA4-11D3-9889-00C04FF8FAEB},F,10/01,111,246,0,0,,1,
{F5EAE90A-6FA4-11D3-9889-00C04FF8FAEB},F,10/02,112,247,0,0,,1,
{F5EAE90B-6FA4-11D3-9889-00C04FF8FAEB},F,10/03,113,249,0,0,,1,
{F5EAE90C-6FA4-11D3-9889-00C04FF8FAEB},F,10/04,113,251,0,0,,1,
{F5EAE90D-6FA4-11D3-9889-00C04FF8FAEB},F,10/05,114,252,0,0,,1,
{F5EAE90E-6FA4-11D3-9889-00C04FF8FAEB},F,10/06,115,254,0,0,,1,
{F5EAE90F-6FA4-11D3-9889-00C04FF8FAEB},F,10/07,116,256,0,0,,1,
{F5EAE910-6FA4-11D3-9889-00C04FF8FAEB},F,10/08,116,257,0,0,,1,
{F5EAE911-6FA4-11D3-9889-00C04FF8FAEB},F,10/09,117,259,0,0,,1,
{F5EAE912-6FA4-11D3-9889-00C04FF8FAEB},F,10/10,118,261,0,0,,1,
{F5EAE913-6FA4-11D3-9889-00C04FF8FAEB},F,10/11,119,262,0,0,,1,
{F5EAE914-6FA4-11D3-9889-00C04FF8FAEB},F,10/12,120,264,0,0,,1,
{F5EAE915-6FA4-11D3-9889-00C04FF8FAEB},F,10/13,120,266,0,0,,1,
{F5EAE916-6FA4-11D3-9889-00C04FF8FAEB},F,10/14,121,268,0,0,,1,
{F5EAE917-6FA4-11D3-9889-00C04FF8FAEB},F,10/15,122,269,0,0,,1,
{F5EAE918-6FA4-11D3-9889-00C04FF8FAEB},F,10/16,123,270,0,0,,1,
{F5EAE919-6FA4-11D3-9889-00C04FF8FAEB},F,10/17,124,270,0,0,,1,
{F5EAE91A-6FA4-11D3-9889-00C04FF8FAEB},F,10/18,124,270,0,0,,1,
{F5EAE91B-6FA4-11D3-9889-00C04FF8FAEB},F,10/19,125,270,0,0,,1,
{F5EAE91C-6FA4-11D3-9889-00C04FF8FAEB},F,10/20,126,270,0,0,,1,
{F5EAE91D-6FA4-11D3-9889-00C04FF8FAEB},F,10/21,127,270,0,0,,1,
{F5EAE91E-6FA4-11D3-9889-00C04FF8FAEB},F,10/22,128,270,0,0,,1,
{F5EAE91F-6FA4-11D3-9889-00C04FF8FAEB},F,10/23,128,270,0,0,,1,
{F5EAE920-6FA4-11D3-9889-00C04FF8FAEB},F,10/24,129,270,0,0,,1,
{F5EAE921-6FA4-11D3-9889-00C04FF8FAEB},F,10/25,130,270,0,0,,1,
{F5EAE922-6FA4-11D3-9889-00C04FF8FAEB},F,10/26,131,270,0,0,,1,
{F5EAE923-6FA4-11D3-9889-00C04FF8FAEB},F,10/27,132,270,0,0,,1,
{F5EAE924-6FA4-11D3-9889-00C04FF8FAEB},F,10/28,133,270,0,0,,1,
{F5EAE925-6FA4-11D3-9889-00C04FF8FAEB},F,10/29,134,270,0,0,,1,
{F5EAE926-6FA4-11D3-9889-00C04FF8FAEB},F,10/30,134,270,0,0,,1,
{F5EAE927-6FA4-11D3-9889-00C04FF8FAEB},F,10/31,135,270,0,0,,1,
{F5EAE928-6FA4-11D3-9889-00C04FF8FAEB},F,11/01,136,270,0,0,,1,
{F5EAE929-6FA4-11D3-9889-00C04FF8FAEB},F,11/02,137,270,0,0,,1,
{F5EAE92A-6FA4-11D3-9889-00C04FF8FAEB},F,11/03,138,270,0,0,,1,
{F5EAE92B-6FA4-11D3-9889-00C04FF8FAEB},F,11/04,139,270,0,0,,1,
{F5EAE92C-6FA4-11D3-9889-00C04FF8FAEB},F,11/05,140,270,0,0,,1,
{F5EAE92D-6FA4-11D3-9889-00C04FF8FAEB},F,11/06,141,270,0,0,,1,
{F5EAE92E-6FA4-11D3-9889-00C04FF8FAEB},F,11/07,142,270,0,0,,1,
{F5EAE92F-6FA4-11D3-9889-00C04FF8FAEB},F,11/08,143,270,0,0,,1,
{F5EAE930-6FA4-11D3-9889-00C04FF8FAEB},F,11/09,144,270,0,0,,1,
{F5EAE931-6FA4-11D3-9889-00C04FF8FAEB},F,11/10,144,270,0,0,,1,
{F5EAE932-6FA4-11D3-9889-00C04FF8FAEB},F,11/11,145,270,0,0,,1,
{F5EAE933-6FA4-11D3-9889-00C04FF8FAEB},F,11/12,146,270,0,0,,1,
{F5EAE934-6FA4-11D3-9889-00C04FF8FAEB},F,11/13,147,270,0,0,,1,
{F5EAE935-6FA4-11D3-9889-00C04FF8FAEB},F,11/14,148,270,0,0,,1,
{F5EAE936-6FA4-11D3-9889-00C04FF8FAEB},F,11/15,149,270,0,0,,1,
{F5EAE937-6FA4-11D3-9889-00C04FF8FAEB},F,11/16,150,270,0,0,,1,
{F5EAE938-6FA4-11D3-9889-00C04FF8FAEB},F,11/17,151,270,0,0,,1,
{F5EAE939-6FA4-11D3-9889-00C04FF8FAEB},F,11/18,152,270,0,0,,1,
{F5EAE93A-6FA4-11D3-9889-00C04FF8FAEB},F,11/19,153,270,0,0,,1,
{F5EAE93B-6FA4-11D3-9889-00C04FF8FAEB},F,11/20,154,270,0,0,,1,
{F5EAE93C-6FA4-11D3-9889-00C04FF8FAEB},F,11/21,155,270,0,0,,1,
{F5EAE93D-6FA4-11D3-9889-00C04FF8FAEB},F,11/22,156,270,0,0,,1,
{F5EAE93E-6FA4-11D3-9889-00C04FF8FAEB},F,11/23,157,270,0,0,,1,
{F5EAE93F-6FA4-11D3-9889-00C04FF8FAEB},F,11/24,158,270,0,0,,1,
{F5EAE940-6FA4-11D3-9889-00C04FF8FAEB},F,11/25,159,270,0,0,,1,
{F5EAE941-6FA4-11D3-9889-00C04FF8FAEB},F,11/26,160,270,0,0,,1,
{F5EAE942-6FA4-11D3-9889-00C04FF8FAEB},F,11/27,161,270,0,0,,1,
{F5EAE943-6FA4-11D3-9889-00C04FF8FAEB},F,11/28,162,270,0,0,,1,
{F5EAE944-6FA4-11D3-9889-00C04FF8FAEB},F,11/29,164,270,0,0,,1,
{F5EAE945-6FA4-11D3-9889-00C04FF8FAEB},F,11/30,165,270,0,0,,1,
{F5EAE946-6FA4-11D3-9889-00C04FF8FAEB},F,12/01,0,33,166,270,,1,
{F5EAE947-6FA4-11D3-9889-00C04FF8FAEB},F,12/02,0,33,167,270,,1,
{F5EAE948-6FA4-11D3-9889-00C04FF8FAEB},F,12/03,0,34,168,270,,1,
{F5EAE949-6FA4-11D3-9889-00C04FF8FAEB},F,12/04,0,34,169,270,,1,
{F5EAE94A-6FA4-11D3-9889-00C04FF8FAEB},F,12/05,0,34,170,270,,1,
{F5EAE94B-6FA4-11D3-9889-00C04FF8FAEB},F,12/06,0,34,171,270,,1,
{F5EAE94C-6FA4-11D3-9889-00C04FF8FAEB},F,12/07,0,34,172,270,,1,
{F5EAE94D-6FA4-11D3-9889-00C04FF8FAEB},F,12/08,0,35,173,270,,1,
{F5EAE94E-6FA4-11D3-9889-00C04FF8FAEB},F,12/09,0,35,175,270,,1,
{F5EAE94F-6FA4-11D3-9889-00C04FF8FAEB},F,12/10,0,35,176,270,,1,
{F5EAE950-6FA4-11D3-9889-00C04FF8FAEB},F,12/11,0,35,177,270,,1,
{F5EAE951-6FA4-11D3-9889-00C04FF8FAEB},F,12/12,0,36,178,270,,1,
{F5EAE952-6FA4-11D3-9889-00C04FF8FAEB},F,12/13,0,36,179,270,,1,
{F5EAE953-6FA4-11D3-9889-00C04FF8FAEB},F,12/14,0,36,180,270,,1,
{F5EAE954-6FA4-11D3-9889-00C04FF8FAEB},F,12/15,0,36,182,270,,1,
{F5EAE955-6FA4-11D3-9889-00C04FF8FAEB},F,12/16,0,37,183,270,,1,
{F5EAE956-6FA4-11D3-9889-00C04FF8FAEB},F,12/17,0,37,184,270,,1,
{F5EAE957-6FA4-11D3-9889-00C04FF8FAEB},F,12/18,0,37,185,270,,1,
{F5EAE958-6FA4-11D3-9889-00C04FF8FAEB},F,12/19,0,37,186,270,,1,
{F5EAE959-6FA4-11D3-9889-00C04FF8FAEB},F,12/20,0,38,188,270,,1,
{F5EAE95A-6FA4-11D3-9889-00C04FF8FAEB},F,12/21,0,38,189,270,,1,
{F5EAE95B-6FA4-11D3-9889-00C04FF8FAEB},F,12/22,0,38,190,270,,1,
{F5EAE95C-6FA4-11D3-9889-00C04FF8FAEB},F,12/23,0,38,191,270,,1,
{F5EAE95D-6FA4-11D3-9889-00C04FF8FAEB},F,12/24,0,39,193,270,,1,
{F5EAE95E-6FA4-11D3-9889-00C04FF8FAEB},F,12/25,0,39,194,270,,1,
{F5EAE95F-6FA4-11D3-9889-00C04FF8FAEB},F,12/26,0,39,195,270,,1,
{F5EAE960-6FA4-11D3-9889-00C04FF8FAEB},F,12/27,0,39,196,270,,1,
{F5EAE961-6FA4-11D3-9889-00C04FF8FAEB},F,12/28,0,40,198,270,,1,
{F5EAE962-6FA4-11D3-9889-00C04FF8FAEB},F,12/29,0,40,199,270,,1,
{F5EAE963-6FA4-11D3-9889-00C04FF8FAEB},F,12/30,0,40,200,270,,1,
{F5EAE964-6FA4-11D3-9889-00C04FF8FAEB},F,12/31,0,40,202,270,,1,
{F5EAE965-6FA4-11D3-9889-00C04FF8FAEB},L,01/01,112,202,0,0,,1,
{F5EAE966-6FA4-11D3-9889-00C04FF8FAEB},L,01/02,113,203,0,0,,1,
{F5EAE967-6FA4-11D3-9889-00C04FF8FAEB},L,01/03,113,205,0,0,,1,
{F5EAE968-6FA4-11D3-9889-00C04FF8FAEB},L,01/04,114,206,0,0,,1,
{F5EAE969-6FA4-11D3-9889-00C04FF8FAEB},L,01/05,115,207,0,0,,1,
{F5EAE96A-6FA4-11D3-9889-00C04FF8FAEB},L,01/06,116,209,0,0,,1,
{F5EAE96B-6FA4-11D3-9889-00C04FF8FAEB},L,01/07,116,210,0,0,,1,
{F5EAE96C-6FA4-11D3-9889-00C04FF8FAEB},L,01/08,117,211,0,0,,1,
{F5EAE96D-6FA4-11D3-9889-00C04FF8FAEB},L,01/09,118,213,0,0,,1,
{F5EAE96E-6FA4-11D3-9889-00C04FF8FAEB},L,01/10,119,214,0,0,,1,
{F5EAE96F-6FA4-11D3-9889-00C04FF8FAEB},L,01/11,120,216,0,0,,1,
{F5EAE970-6FA4-11D3-9889-00C04FF8FAEB},L,01/12,120,217,0,0,,1,
{F5EAE971-6FA4-11D3-9889-00C04FF8FAEB},L,01/13,121,218,0,0,,1,
{F5EAE972-6FA4-11D3-9889-00C04FF8FAEB},L,01/14,122,220,0,0,,1,
{F5EAE973-6FA4-11D3-9889-00C04FF8FAEB},L,01/15,123,221,0,0,,1,
{F5EAE974-6FA4-11D3-9889-00C04FF8FAEB},L,01/16,124,223,0,0,,1,
{F5EAE975-6FA4-11D3-9889-00C04FF8FAEB},L,01/17,124,224,0,0,,1,
{F5EAE976-6FA4-11D3-9889-00C04FF8FAEB},L,01/18,125,226,0,0,,1,
{F5EAE977-6FA4-11D3-9889-00C04FF8FAEB},L,01/19,126,227,0,0,,1,
{F5EAE978-6FA4-11D3-9889-00C04FF8FAEB},L,01/20,127,229,0,0,,1,
{F5EAE979-6FA4-11D3-9889-00C04FF8FAEB},L,01/21,128,230,0,0,,1,
{F5EAE97A-6FA4-11D3-9889-00C04FF8FAEB},L,01/22,128,232,0,0,,1,
{F5EAE97B-6FA4-11D3-9889-00C04FF8FAEB},L,01/23,129,233,0,0,,1,
{F5EAE97C-6FA4-11D3-9889-00C04FF8FAEB},L,01/24,130,235,0,0,,1,
{F5EAE97D-6FA4-11D3-9889-00C04FF8FAEB},L,01/25,131,236,0,0,,1,
{F5EAE97E-6FA4-11D3-9889-00C04FF8FAEB},L,01/26,132,238,0,0,,1,
{F5EAE97F-6FA4-11D3-9889-00C04FF8FAEB},L,01/27,133,239,0,0,,1,
{F5EAE980-6FA4-11D3-9889-00C04FF8FAEB},L,01/28,134,241,0,0,,1,
{F5EAE981-6FA4-11D3-9889-00C04FF8FAEB},L,01/29,134,243,0,0,,1,
{F5EAE982-6FA4-11D3-9889-00C04FF8FAEB},L,01/30,135,244,0,0,,1,
{F5EAE983-6FA4-11D3-9889-00C04FF8FAEB},L,01/31,136,246,0,0,,1,
{F5EAE984-6FA4-11D3-9889-00C04FF8FAEB},L,02/01,137,247,0,0,,1,
{F5EAE985-6FA4-11D3-9889-00C04FF8FAEB},L,02/02,138,249,0,0,,1,
{F5EAE986-6FA4-11D3-9889-00C04FF8FAEB},L,02/03,139,251,0,0,,1,
{F5EAE987-6FA4-11D3-9889-00C04FF8FAEB},L,02/04,140,252,0,0,,1,
{F5EAE988-6FA4-11D3-9889-00C04FF8FAEB},L,02/05,141,254,0,0,,1,
{F5EAE989-6FA4-11D3-9889-00C04FF8FAEB},L,02/06,142,256,0,0,,1,
{F5EAE98A-6FA4-11D3-9889-00C04FF8FAEB},L,02/07,143,257,0,0,,1,
{F5EAE98B-6FA4-11D3-9889-00C04FF8FAEB},L,02/08,144,259,0,0,,1,
{F5EAE98C-6FA4-11D3-9889-00C04FF8FAEB},L,02/09,144,261,0,0,,1,
{F5EAE98D-6FA4-11D3-9889-00C04FF8FAEB},L,02/10,145,262,0,0,,1,
{F5EAE98E-6FA4-11D3-9889-00C04FF8FAEB},L,02/11,146,264,0,0,,1,
{F5EAE98F-6FA4-11D3-9889-00C04FF8FAEB},L,02/12,147,266,0,0,,1,
{F5EAE990-6FA4-11D3-9889-00C04FF8FAEB},L,02/13,148,268,0,0,,1,
{F5EAE991-6FA4-11D3-9889-00C04FF8FAEB},L,02/14,149,269,0,0,,1,
{F5EAE992-6FA4-11D3-9889-00C04FF8FAEB},L,02/15,150,270,0,0,,1,
{F5EAE993-6FA4-11D3-9889-00C04FF8FAEB},L,02/16,151,270,0,0,,1,
{F5EAE994-6FA4-11D3-9889-00C04FF8FAEB},L,02/17,152,270,0,0,,1,
{F5EAE995-6FA4-11D3-9889-00C04FF8FAEB},L,02/18,153,270,0,0,,1,
{F5EAE996-6FA4-11D3-9889-00C04FF8FAEB},L,02/19,154,270,0,0,,1,
{F5EAE997-6FA4-11D3-9889-00C04FF8FAEB},L,02/20,155,270,0,0,,1,
{F5EAE998-6FA4-11D3-9889-00C04FF8FAEB},L,02/21,156,270,0,0,,1,
{F5EAE999-6FA4-11D3-9889-00C04FF8FAEB},L,02/22,157,270,0,0,,1,
{F5EAE99A-6FA4-11D3-9889-00C04FF8FAEB},L,02/23,158,270,0,0,,1,
{F5EAE99B-6FA4-11D3-9889-00C04FF8FAEB},L,02/24,159,270,0,0,,1,
{F5EAE99C-6FA4-11D3-9889-00C04FF8FAEB},L,02/25,160,270,0,0,,1,
{F5EAE99D-6FA4-11D3-9889-00C04FF8FAEB},L,02/26,161,270,0,0,,1,
{F5EAE99E-6FA4-11D3-9889-00C04FF8FAEB},L,02/27,162,270,0,0,,1,
{F5EAE99F-6FA4-11D3-9889-00C04FF8FAEB},L,02/28,164,270,0,0,,1,
{F5EAE9A0-6FA4-11D3-9889-00C04FF8FAEB},L,02/29,165,270,0,0,,1,
{F5EAE9A1-6FA4-11D3-9889-00C04FF8FAEB},L,03/01,166,270,0,0,,1,
{F5EAE9A2-6FA4-11D3-9889-00C04FF8FAEB},L,03/02,167,270,0,0,,1,
{F5EAE9A3-6FA4-11D3-9889-00C04FF8FAEB},L,03/03,168,270,0,0,,1,
{F5EAE9A4-6FA4-11D3-9889-00C04FF8FAEB},L,03/04,169,270,0,0,,1,
{F5EAE9A5-6FA4-11D3-9889-00C04FF8FAEB},L,03/05,170,270,0,0,,1,
{F5EAE9A6-6FA4-11D3-9889-00C04FF8FAEB},L,03/06,171,270,0,0,,1,
{F5EAE9A7-6FA4-11D3-9889-00C04FF8FAEB},L,03/07,172,270,0,0,,1,
{F5EAE9A8-6FA4-11D3-9889-00C04FF8FAEB},L,03/08,173,270,0,0,,1,
{F5EAE9A9-6FA4-11D3-9889-00C04FF8FAEB},L,03/09,175,270,0,0,,1,
{F5EAE9AA-6FA4-11D3-9889-00C04FF8FAEB},L,03/10,176,270,0,0,,1,
{F5EAE9AB-6FA4-11D3-9889-00C04FF8FAEB},L,03/11,177,270,0,0,,1,
{F5EAE9AC-6FA4-11D3-9889-00C04FF8FAEB},L,03/12,178,270,0,0,,1,
{F5EAE9AD-6FA4-11D3-9889-00C04FF8FAEB},L,03/13,179,270,0,0,,1,
{F5EAE9AE-6FA4-11D3-9889-00C04FF8FAEB},L,03/14,180,270,0,0,,1,
{F5EAE9AF-6FA4-11D3-9889-00C04FF8FAEB},L,03/15,182,270,0,0,,1,
{F5EAE9B0-6FA4-11D3-9889-00C04FF8FAEB},L,03/16,183,270,0,0,,1,
{F5EAE9B1-6FA4-11D3-9889-00C04FF8FAEB},L,03/17,184,270,0,0,,1,
{F5EAE9B2-6FA4-11D3-9889-00C04FF8FAEB},L,03/18,185,270,0,0,,1,
{F5EAE9B3-6FA4-11D3-9889-00C04FF8FAEB},L,03/19,186,270,0,0,,1,
{F5EAE9B4-6FA4-11D3-9889-00C04FF8FAEB},L,03/20,188,270,0,0,,1,
{F5EAE9B5-6FA4-11D3-9889-00C04FF8FAEB},L,03/21,189,270,0,0,,1,
{F5EAE9B6-6FA4-11D3-9889-00C04FF8FAEB},L,03/22,190,270,0,0,,1,
{F5EAE9B7-6FA4-11D3-9889-00C04FF8FAEB},L,03/23,191,270,0,0,,1,
{F5EAE9B8-6FA4-11D3-9889-00C04FF8FAEB},L,03/24,193,270,0,0,,1,
{F5EAE9B9-6FA4-11D3-9889-00C04FF8FAEB},L,03/25,194,270,0,0,,1,
{F5EAE9BA-6FA4-11D3-9889-00C04FF8FAEB},L,03/26,195,270,0,0,,1,
{F5EAE9BB-6FA4-11D3-9889-00C04FF8FAEB},L,03/27,196,270,0,0,,1,
{F5EAE9BC-6FA4-11D3-9889-00C04FF8FAEB},L,03/28,198,270,0,0,,1,
{F5EAE9BD-6FA4-11D3-9889-00C04FF8FAEB},L,03/29,199,270,0,0,,1,
{F5EAE9BE-6FA4-11D3-9889-00C04FF8FAEB},L,03/30,200,270,0,0,,1,
{F5EAE9BF-6FA4-11D3-9889-00C04FF8FAEB},L,03/31,202,270,0,0,,1,
{F5EAE9C0-6FA4-11D3-9889-00C04FF8FAEB},L,04/01,0,33,203,270,,1,
{F5EAE9C1-6FA4-11D3-9889-00C04FF8FAEB},L,04/02,0,34,204,270,,7165,
{F5EAE9C2-6FA4-11D3-9889-00C04FF8FAEB},L,04/03,0,34,206,270,,1,
{F5EAE9C3-6FA4-11D3-9889-00C04FF8FAEB},L,04/04,0,34,207,270,,1,
{F5EAE9C4-6FA4-11D3-9889-00C04FF8FAEB},L,04/05,0,34,208,270,,1,
{F5EAE9C5-6FA4-11D3-9889-00C04FF8FAEB},L,04/06,0,34,210,270,,1,
{F5EAE9C6-6FA4-11D3-9889-00C04FF8FAEB},L,04/07,0,35,211,270,,7165,
{F5EAE9C7-6FA4-11D3-9889-00C04FF8FAEB},L,04/08,0,35,212,270,,1,
{F5EAE9C8-6FA4-11D3-9889-00C04FF8FAEB},L,04/09,0,35,214,270,,1,
{F5EAE9C9-6FA4-11D3-9889-00C04FF8FAEB},L,04/10,0,35,215,270,,1,
{F5EAE9CA-6FA4-11D3-9889-00C04FF8FAEB},L,04/11,0,36,217,270,,7165,
{F5EAE9CB-6FA4-11D3-9889-00C04FF8FAEB},L,04/12,0,36,218,270,,1,
{F5EAE9CC-6FA4-11D3-9889-00C04FF8FAEB},L,04/13,0,36,219,270,,1,
{F5EAE9CD-6FA4-11D3-9889-00C04FF8FAEB},L,04/14,0,36,221,270,,1,
{F5EAE9CE-6FA4-11D3-9889-00C04FF8FAEB},L,04/15,0,37,222,270,,7165,
{F5EAE9CF-6FA4-11D3-9889-00C04FF8FAEB},L,04/16,0,37,224,270,,1,
{F5EAE9D0-6FA4-11D3-9889-00C04FF8FAEB},L,04/17,0,37,225,270,,1,
{F5EAE9D1-6FA4-11D3-9889-00C04FF8FAEB},L,04/18,0,37,227,270,,1,
{F5EAE9D2-6FA4-11D3-9889-00C04FF8FAEB},L,04/19,0,38,228,270,,2482,
{F5EAE9D3-6FA4-11D3-9889-00C04FF8FAEB},L,04/20,0,38,230,270,,1,
{F5EAE9D4-6FA4-11D3-9889-00C04FF8FAEB},L,04/21,0,38,231,270,,1,
{F5EAE9D5-6FA4-11D3-9889-00C04FF8FAEB},L,04/22,0,38,233,270,,1,
{F5EAE9D6-6FA4-11D3-9889-00C04FF8FAEB},L,04/23,0,39,234,270,,2482,
{F5EAE9D7-6FA4-11D3-9889-00C04FF8FAEB},L,04/24,0,39,236,270,,1,
{F5EAE9D8-6FA4-11D3-9889-00C04FF8FAEB},L,04/25,0,39,237,270,,1,
{F5EAE9D9-6FA4-11D3-9889-00C04FF8FAEB},L,04/26,0,39,239,270,,1,
{F5EAE9DA-6FA4-11D3-9889-00C04FF8FAEB},L,04/27,0,40,240,270,,9440,
{F5EAE9DB-6FA4-11D3-9889-00C04FF8FAEB},L,04/28,0,40,242,270,,1,
{F5EAE9DC-6FA4-11D3-9889-00C04FF8FAEB},L,04/29,0,40,244,270,,1,
{F5EAE9DD-6FA4-11D3-9889-00C04FF8FAEB},L,04/30,0,40,245,270,,1,
{F5EAE9DE-6FA4-11D3-9889-00C04FF8FAEB},L,05/01,0,40,247,270,,1,
{F5EAE9DF-6FA4-11D3-9889-00C04FF8FAEB},L,05/02,0,41,248,270,,1,
{F5EAE9E0-6FA4-11D3-9889-00C04FF8FAEB},L,05/03,0,41,250,270,,1,
{F5EAE9E1-6FA4-11D3-9889-00C04FF8FAEB},L,05/04,0,41,252,270,,1,
{F5EAE9E2-6FA4-11D3-9889-00C04FF8FAEB},L,05/05,0,41,253,270,,1,
{F5EAE9E3-6FA4-11D3-9889-00C04FF8FAEB},L,05/06,0,42,255,270,,1,
{F5EAE9E4-6FA4-11D3-9889-00C04FF8FAEB},L,05/07,0,42,257,270,,1,
{F5EAE9E5-6FA4-11D3-9889-00C04FF8FAEB},L,05/08,0,42,258,270,,1,
{F5EAE9E6-6FA4-11D3-9889-00C04FF8FAEB},L,05/09,0,43,260,270,,1,
{F5EAE9E7-6FA4-11D3-9889-00C04FF8FAEB},L,05/10,0,43,262,270,,1,
{F5EAE9E8-6FA4-11D3-9889-00C04FF8FAEB},L,05/11,0,43,263,270,,1,
{F5EAE9E9-6FA4-11D3-9889-00C04FF8FAEB},L,05/12,0,44,265,270,,9440,
{F5EAE9EA-6FA4-11D3-9889-00C04FF8FAEB},L,05/13,0,44,267,270,,1,
{F5EAE9EB-6FA4-11D3-9889-00C04FF8FAEB},L,05/14,0,44,269,270,,1,
{F5EAE9EC-6FA4-11D3-9889-00C04FF8FAEB},L,05/15,0,44,270,270,,1,
{F5EAE9ED-6FA4-11D3-9889-00C04FF8FAEB},L,05/16,0,45,270,271,,1,
{F5EAE9EE-6FA4-11D3-9889-00C04FF8FAEB},L,05/17,0,45,0,0,,1,
{F5EAE9EF-6FA4-11D3-9889-00C04FF8FAEB},L,05/18,0,45,0,0,,1,
{F5EAE9F0-6FA4-11D3-9889-00C04FF8FAEB},L,05/19,0,46,0,0,,9440,
{F5EAE9F1-6FA4-11D3-9889-00C04FF8FAEB},L,05/20,0,46,0,0,,1,
{F5EAE9F2-6FA4-11D3-9889-00C04FF8FAEB},L,05/21,0,46,0,0,,1,
{F5EAE9F3-6FA4-11D3-9889-00C04FF8FAEB},L,05/22,0,46,0,0,,1,
{F5EAE9F4-6FA4-11D3-9889-00C04FF8FAEB},L,05/23,0,47,0,0,,1,
{F5EAE9F5-6FA4-11D3-9889-00C04FF8FAEB},L,05/24,0,47,0,0,,1,
{F5EAE9F6-6FA4-11D3-9889-00C04FF8FAEB},L,05/25,0,47,0,0,,1,
{F5EAE9F7-6FA4-11D3-9889-00C04FF8FAEB},L,05/26,0,48,0,0,,1,
{F5EAE9F8-6FA4-11D3-9889-00C04FF8FAEB},L,05/27,0,48,0,0,,1,
{F5EAE9F9-6FA4-11D3-9889-00C04FF8FAEB},L,05/28,0,48,0,0,,1,
{F5EAE9FA-6FA4-11D3-9889-00C04FF8FAEB},L,05/29,0,49,0,0,,1,
{F5EAE9FB-6FA4-11D3-9889-00C04FF8FAEB},L,05/30,0,49,0,0,,1,
{F5EAE9FC-6FA4-11D3-9889-00C04FF8FAEB},L,05/31,0,49,0,0,,1,
{F5EAE9FD-6FA4-11D3-9889-00C04FF8FAEB},L,06/01,0,50,0,0,,1,
{F5EAE9FE-6FA4-11D3-9889-00C04FF8FAEB},L,06/02,0,50,0,0,,1,
{F5EAE9FF-6FA4-11D3-9889-00C04FF8FAEB},L,06/03,0,50,0,0,,1,
{F5EAEA00-6FA4-11D3-9889-00C04FF8FAEB},L,06/04,0,50,0,0,,1,
{F5EAEA01-6FA4-11D3-9889-00C04FF8FAEB},L,06/05,0,51,0,0,,1,
{F5EAEA02-6FA4-11D3-9889-00C04FF8FAEB},L,06/06,0,51,0,0,,1,
{F5EAEA03-6FA4-11D3-9889-00C04FF8FAEB},L,06/07,0,51,0,0,,1,
{F5EAEA04-6FA4-11D3-9889-00C04FF8FAEB},L,06/08,0,52,0,0,,1,
{F5EAEA05-6FA4-11D3-9889-00C04FF8FAEB},L,06/09,0,52,0,0,,1,
{F5EAEA06-6FA4-11D3-9889-00C04FF8FAEB},L,06/10,0,53,0,0,,1,
{F5EAEA07-6FA4-11D3-9889-00C04FF8FAEB},L,06/11,0,53,0,0,,1,
{F5EAEA08-6FA4-11D3-9889-00C04FF8FAEB},L,06/12,0,53,0,0,,1,
{F5EAEA09-6FA4-11D3-9889-00C04FF8FAEB},L,06/13,0,54,0,0,,1,
{F5EAEA0A-6FA4-11D3-9889-00C04FF8FAEB},L,06/14,0,54,0,0,,1,
{F5EAEA0B-6FA4-11D3-9889-00C04FF8FAEB},L,06/15,0,54,0,0,,1,
{F5EAEA0C-6FA4-11D3-9889-00C04FF8FAEB},L,06/16,0,55,0,0,,1,
{F5EAEA0D-6FA4-11D3-9889-00C04FF8FAEB},L,06/17,0,55,0,0,,1,
{F5EAEA0E-6FA4-11D3-9889-00C04FF8FAEB},L,06/18,0,55,0,0,,1,
{F5EAEA0F-6FA4-11D3-9889-00C04FF8FAEB},L,06/19,0,56,0,0,,1,
{F5EAEA10-6FA4-11D3-9889-00C04FF8FAEB},L,06/20,0,56,0,0,,1,
{F5EAEA11-6FA4-11D3-9889-00C04FF8FAEB},L,06/21,0,56,0,0,,1,
{F5EAEA12-6FA4-11D3-9889-00C04FF8FAEB},L,06/22,0,57,0,0,,1,
{F5EAEA13-6FA4-11D3-9889-00C04FF8FAEB},L,06/23,0,57,0,0,,1,
{F5EAEA14-6FA4-11D3-9889-00C04FF8FAEB},L,06/24,0,58,0,0,,1,
{F5EAEA15-6FA4-11D3-9889-00C04FF8FAEB},L,06/25,0,58,0,0,,1,
{F5EAEA16-6FA4-11D3-9889-00C04FF8FAEB},L,06/26,0,58,0,0,,1,
{F5EAEA17-6FA4-11D3-9889-00C04FF8FAEB},L,06/27,0,59,0,0,,1,
{F5EAEA18-6FA4-11D3-9889-00C04FF8FAEB},L,06/28,0,59,0,0,,1,
{F5EAEA19-6FA4-11D3-9889-00C04FF8FAEB},L,06/29,0,59,0,0,,1,
{F5EAEA1A-6FA4-11D3-9889-00C04FF8FAEB},L,06/30,0,60,0,0,,1,
{F5EAEA1B-6FA4-11D3-9889-00C04FF8FAEB},L,07/01,34,60,0,0,,1,
{F5EAEA1C-6FA4-11D3-9889-00C04FF8FAEB},L,07/02,34,61,0,0,,1,
{F5EAEA1D-6FA4-11D3-9889-00C04FF8FAEB},L,07/03,35,61,0,0,,1,
{F5EAEA1E-6FA4-11D3-9889-00C04FF8FAEB},L,07/04,35,61,0,0,,1,
